district,crop,pH,N,P,K,avg_temp,total_rainfall,avg_humidity,yield
Mancherial,Red Gram,6.9,87,69,59,26.910803850058755,489.4679237967819,79.12277330760782,3.11
Karimnagar,Rice,6.6,109,48,54,35.54485745245717,447.38175231367455,78.77006449761078,4.94
Hyderabad,Onion,5.5,159,22,29,35.58276611848402,409.09385110852435,57.464852240199214,26.64
Sangareddy,Sugarcane,5.6,105,33,66,27.236531330503574,465.74718626960777,47.36635481718456,66.57
Rangareddy,Ragi,5.8,101,69,72,28.66737189062104,694.9961168681427,73.29396319644493,4.1
Mancherial,Sesame,5.2,45,70,59,34.52027018017828,370.9947941374098,75.00984294326,1.75
Peddapalli,Red Gram,6.9,119,69,28,31.588455781022038,632.106254174429,68.60996206694678,3.62
Nirmal,Ragi,5.3,180,75,66,36.22829253650957,345.6683903108766,75.24705468592971,3.98
Rajanna Sircilla,Ragi,6.4,50,61,73,27.758029446401117,695.3237811884179,44.71042699583807,2.89
Nirmal,Sunflower,6.2,78,60,35,25.64378100267853,833.6603314053623,50.37944093292405,3.66
Jayashankar Bhupalpally,Chilli,6.2,143,30,29,26.75206834420674,235.52105537032344,67.44883982200727,3.56
Khammam,Ragi,6.0,49,23,48,33.894698892417736,873.8796384838893,69.11218589086594,2.68
Rangareddy,Bengal Gram,6.2,75,48,22,33.104898786955005,439.3661680481624,62.823625135054286,2.51
Yadadri Bhuvanagiri,Red Gram,5.9,87,76,74,34.63938542110959,380.72992450028454,71.42612398036772,3.15
Wanaparthy,Onion,5.3,77,25,57,34.80281184773452,888.6710986018793,49.607906977209105,26.63
Nalgonda,Ragi,6.5,71,34,67,35.276009096442635,240.48984756566435,40.21773977521505,2.31
Komaram Bheem Asifabad,Rice,5.9,160,39,64,27.97469956982528,333.3946689007147,76.3783719613979,5.71
Komaram Bheem Asifabad,Sunflower,5.1,132,40,24,33.88078409074987,242.3651658492329,48.7325175368927,3.1
Siddipet,Onion,6.4,40,48,69,24.02392533149005,567.3107529870741,56.404850587053176,26.65
Jagtial,Soybean,6.7,39,67,37,27.803285334393287,208.49780513184936,61.19289634430078,2.95
Rajanna Sircilla,Jowar,7.4,94,34,40,28.964152457315627,302.7155854201863,40.976159594247214,3.27
Siddipet,Bengal Gram,5.8,49,29,69,23.723056196259293,660.3742428492702,48.767829058477616,2.18
Hyderabad,Cotton,5.7,43,71,28,29.320464478069784,309.3062498859782,79.44961237120262,4.15
Peddapalli,Soybean,7.4,143,59,71,29.036802696497624,338.51051416633186,80.6482552102749,4.65
Khammam,Sesame,6.8,63,36,75,22.89939276211134,425.22949577520995,49.40535066308226,2.66
Nirmal,Groundnut,5.9,148,35,64,32.24942184514999,843.3102105634657,46.989748343658235,4.95
Adilabad,Sugarcane,7.4,74,66,38,23.673765762835377,271.6179488110305,82.60093594573658,65.88
Jangaon,Rice,6.3,122,68,43,30.31026864289467,505.253189479843,54.61696874576073,5.95
Siddipet,Sesame,5.1,101,42,54,24.748546422240587,420.22215011909395,72.43763519916062,2.62
Jangaon,Onion,5.4,87,65,31,23.42061005997066,557.2233158135336,57.596075492032185,26.74
Nirmal,Bajra,6.8,83,39,70,33.08123005575481,685.6887977362023,53.4507840724709,3.91
Siddipet,Cotton,5.3,41,44,79,34.58239278174014,296.2680273270597,82.18805850944428,3.04
Wanaparthy,Rice,6.7,36,73,24,33.628225108911195,521.311354870135,72.98131245336828,5.08
Siddipet,Sunflower,7.1,169,57,47,36.70089839494812,686.0604980743667,50.31024992322267,4.06
Vikarabad,Jowar,6.5,145,26,62,33.09757835781086,384.2544682427674,53.56334630847435,3.84
Yadadri Bhuvanagiri,Maize,6.4,122,49,31,34.89437803592406,316.69741842508836,54.34184581711985,4.65
Hanumakonda,Cotton,6.1,91,72,77,22.54004907785945,776.967724125911,68.609469947577,4.61
Nalgonda,Groundnut,7.4,128,41,59,34.6369234451335,730.7937980088155,48.42544611856533,4.15
Nagarkurnool,Sesame,5.5,54,53,37,27.63423369278694,420.7356861198872,55.7678800488617,2.68
Medchal Malkajgiri,Bengal Gram,5.4,35,33,47,31.068870968086337,494.1561829797067,69.86002092643392,2.56
Nirmal,Groundnut,6.2,139,29,22,28.869967665543278,880.5466717422895,55.81162929664768,4.45
Adilabad,Rice,7.3,39,40,43,37.37694535702651,509.07634184210696,43.903487516303045,4.21
Peddapalli,Bengal Gram,6.2,121,76,67,25.461820245930937,870.1608739089281,84.7543215518485,3.6
Rajanna Sircilla,Jowar,6.6,33,38,68,24.50174930646525,841.6226781056569,65.34007859978254,3.19
Rajanna Sircilla,Bajra,6.7,40,20,32,24.604542348991984,784.8684214738904,43.05742651528926,2.77
Medchal Malkajgiri,Maize,5.3,50,23,51,28.868877023347416,252.75657340252508,77.2497445771517,4.01
Peddapalli,Sunflower,5.9,166,73,65,27.135645628122923,561.9520928407748,64.54736038510622,4.98
Medchal Malkajgiri,Sesame,6.5,100,36,43,24.563225390146876,730.7013376410356,41.876650738767005,2.44
Medak,Sunflower,5.5,172,58,57,31.674078218694376,220.5932028542049,58.64485501240975,3.69
Hyderabad,Maize,7.0,60,78,35,29.686672214475607,282.48207398657416,53.63900723826621,4.55
Suryapet,Sunflower,6.0,56,35,76,37.638343880852645,236.02080140164276,78.90753499263452,2.68
Mahabubnagar,Sunflower,5.0,87,77,66,28.229212077596785,229.3150249930246,63.2607162741288,3.91
Suryapet,Red Gram,7.3,124,75,42,23.733596538789207,538.9501167198423,82.9569873101185,2.97
Mancherial,Ragi,5.8,139,73,66,31.098514843065413,868.3954452489803,46.11703608168455,4.38
Vikarabad,Groundnut,6.0,152,56,48,27.18456091338881,384.67485484466835,52.60810971413737,4.69
Nagarkurnool,Sesame,5.3,169,68,37,28.479152468187408,366.29649060773284,41.771991857615326,3.43
Siddipet,Sugarcane,6.9,66,80,38,37.57188802113813,630.4781213921678,70.73301752919129,66.94
Siddipet,Sugarcane,6.0,30,53,77,34.98493816385053,213.85569060703017,67.2159517015554,65.44
Karimnagar,Red Gram,5.7,39,39,74,30.6010528953337,665.1965538885809,60.56384177678474,2.77
Siddipet,Rice,7.2,51,44,56,22.629860607345613,744.5348431942577,65.61761654429733,4.93
Hanumakonda,Soybean,5.8,106,38,42,32.2315760033996,344.5789929056699,79.88613603529174,4.04
Yadadri Bhuvanagiri,Bajra,6.2,27,77,74,33.59818649697124,445.28838187663655,43.54407559564123,2.59
Wanaparthy,Sunflower,6.5,51,61,69,27.86820479269779,328.2670786232768,73.33239949757291,3.13
Vikarabad,Bajra,6.1,75,33,65,36.20013117760562,272.40956272985966,57.99388771310011,2.53
Jayashankar Bhupalpally,Sunflower,7.1,88,50,51,22.256879555346984,478.37562056222055,65.82682069579987,3.01
Jagtial,Sesame,7.5,169,61,52,30.900161793218412,763.0142376647686,59.55083355156041,3.99
Sangareddy,Ragi,5.8,65,57,69,36.47765287305659,463.48612780427925,47.20318440161819,2.66
Jogulamba Gadwal,Bengal Gram,6.1,151,79,59,36.27770997384219,220.24786547735607,84.28715522846805,3.61
Hanumakonda,Groundnut,7.5,81,54,70,35.088305576988446,412.8134182411367,44.06593298785024,3.72
Karimnagar,Bengal Gram,7.2,90,65,41,24.554104120752104,460.21717275695653,72.75809754035319,2.51
Rajanna Sircilla,Red Gram,6.1,155,55,62,25.956188853238558,525.1494481929374,63.84577291557716,3.57
Komaram Bheem Asifabad,Bajra,5.6,80,56,27,27.748578045936824,535.7298425664271,75.64849275120173,3.83
Hanumakonda,Groundnut,5.3,95,62,40,32.937888479738,270.20223624922005,75.38458379672639,3.61
Jangaon,Bajra,6.1,135,56,56,34.6417302673792,287.6433603634339,76.37732459770245,3.23
Bhadradri Kothagudem,Onion,6.3,133,57,71,24.905150015293938,840.7783455297953,47.71074350919982,27.45
Narayanpet,Bajra,6.1,152,50,39,29.738761682993506,500.3304406130686,79.39709342366196,4.02
Nirmal,Groundnut,7.1,131,62,59,22.178077365504862,265.564799680055,82.34061644509974,3.84
Suryapet,Groundnut,6.8,57,72,38,31.272771647295563,381.565144690741,65.97004437517619,2.98
Warangal,Sugarcane,6.9,119,51,63,22.40649098736955,869.08000453129,41.118174664471894,67.42
Jayashankar Bhupalpally,Jowar,6.3,53,68,57,27.621170813158983,657.422031260076,50.64239907705216,3.43
Komaram Bheem Asifabad,Cotton,7.3,91,60,44,31.688364671510648,462.8878329982565,59.73168581848326,4.02
Hyderabad,Chilli,5.8,108,41,24,24.179901921412856,480.5352291805116,63.61286456764856,3.48
Siddipet,Soybean,7.5,48,72,58,35.87651763127332,256.77519457325184,71.37919372754642,2.74
Nagarkurnool,Groundnut,5.7,121,78,65,27.79848756684838,533.0580144274174,41.0321890577144,4.42
Nirmal,Onion,6.7,88,26,43,22.954798743687434,679.9846221858031,65.38082277334729,26.39
Mancherial,Ragi,5.1,61,66,47,27.708831086352575,846.875734748596,49.36163033609691,3.3
Jangaon,Onion,5.7,21,45,57,26.74543016593129,566.4429181121868,63.605014207055206,26.36
Rajanna Sircilla,Ragi,7.1,180,33,34,25.97735340707531,564.4899778171891,77.99909187776964,3.69
Suryapet,Maize,7.0,109,29,56,31.850597406166532,616.7132439037726,44.61828315001011,5.32
Sangareddy,Maize,5.4,146,38,44,32.806899423656425,549.4194305373653,61.582503540334756,5.29
Mahabubabad,Bajra,7.2,92,28,70,37.25143055549518,694.7128994690459,47.582726185704445,3.23
Vikarabad,Cotton,7.3,61,38,24,32.74648409077126,329.90784779211015,51.23025977359841,3.97
Adilabad,Chilli,5.7,131,40,30,23.76443215245196,822.7426814050328,67.91822707466697,3.7
Hanumakonda,Groundnut,6.6,25,34,71,27.09838975473071,481.04868026128156,64.2777142098164,2.9
Jangaon,Groundnut,5.9,72,57,39,24.38420964757672,574.4380815576599,76.56185374839704,3.59
Komaram Bheem Asifabad,Sugarcane,5.9,176,41,57,23.795152487921115,449.896473890372,56.7159691416513,67.75
Siddipet,Onion,6.7,108,56,70,29.42639821207416,897.215689855228,58.64958889994025,27.05
Bhadradri Kothagudem,Jowar,5.6,42,66,43,30.240295179082914,838.2453378081929,70.95443047531296,3.31
Jagtial,Jowar,5.1,102,41,70,25.907774510636767,319.25403016876777,75.18478173893763,3.72
Warangal,Cotton,6.9,42,70,40,33.78606462932805,740.4724263982922,44.225278488767565,4.42
Bhadradri Kothagudem,Maize,6.5,98,30,80,27.853421110980456,414.0024850002126,75.77587063085679,5.13
Jangaon,Maize,6.0,118,34,57,23.105150663681123,474.4088158071855,51.446730665795286,4.81
Peddapalli,Bengal Gram,5.8,129,21,64,27.310902362466422,734.638834568406,40.40448874770995,3.53
Komaram Bheem Asifabad,Ragi,7.5,31,20,57,36.65662537165174,682.8096303179315,72.77129441935887,2.37
Kamareddy,Onion,5.6,68,65,76,24.476283837059256,613.1791980289245,64.86954184906443,26.25
Nizamabad,Maize,7.3,86,71,25,36.20079340372262,292.7578608790784,78.38580417063916,4.13
Hyderabad,Cotton,6.3,101,40,77,22.818099459638276,292.51568356367227,64.56212251353219,3.96
Nirmal,Chilli,7.4,166,47,67,26.301255382696194,334.98179369460513,60.47554704663128,3.9
Jayashankar Bhupalpally,Sugarcane,5.9,103,24,73,35.93728450491099,254.0872876280908,84.39659262148585,65.92
Karimnagar,Sunflower,5.9,136,33,39,25.824938378402397,302.08897500293523,71.5250448219158,3.62
Yadadri Bhuvanagiri,Chilli,5.2,78,66,69,32.61006200263034,572.8236884501382,83.47090981381015,3.73
Sangareddy,Groundnut,5.6,106,46,59,34.39089162588563,633.4992992877303,50.228516786555424,3.7
Nirmal,Sunflower,7.3,132,72,58,28.52923049248809,806.4753584809387,83.2935559466413,4.91
Rangareddy,Maize,5.8,49,32,57,24.76021882115505,663.962013243038,57.32461749441525,3.84
Sangareddy,Bajra,5.7,148,52,67,23.129218104259706,262.7091091422375,67.58191674677191,3.61
Rangareddy,Bengal Gram,5.3,47,67,78,31.55361657608932,440.91105688325405,50.51250446147921,2.38
Hyderabad,Sunflower,6.0,91,48,74,27.19090844171806,872.645346116881,57.849913235833824,3.95
Karimnagar,Chilli,5.3,165,27,33,27.418735892143893,736.3785388850171,70.43615515155068,4.26
Wanaparthy,Ragi,6.9,165,58,37,28.001143656920323,338.30230625167167,77.90914024263425,3.51
Karimnagar,Chilli,5.5,60,58,26,27.888392996802683,660.9111812959247,54.3180867418707,4.05
Mahabubnagar,Red Gram,7.1,174,61,39,31.568039849183315,876.3243471691084,63.19347845508787,4.38
Yadadri Bhuvanagiri,Chilli,7.1,41,68,46,30.057401615267505,487.79981701042095,76.86245213248122,3.22
Nagarkurnool,Rice,5.3,110,21,78,30.425908502323978,816.5549167089576,47.86951182759559,6.17
Rangareddy,Ragi,7.5,123,77,57,25.307600739343446,728.1351839495956,58.72269387273071,3.78
Rangareddy,Jowar,5.7,95,48,21,29.256348197084932,361.04360507840977,61.459711285809966,3.57
Jogulamba Gadwal,Red Gram,7.1,116,34,27,31.552868223020027,387.7937316889603,81.94401188411172,3.08
Siddipet,Red Gram,7.5,65,78,30,27.65507550678045,678.3700152674634,80.73652306656588,2.51
Hyderabad,Jowar,5.2,179,45,22,33.30002450754074,583.6158328160054,58.985593039388256,4.55
Hanumakonda,Chilli,6.0,54,68,69,32.049008945626895,203.26217068496393,71.97153859418519,2.95
Sangareddy,Red Gram,6.1,29,44,41,22.822979131008182,797.0880294272733,54.44344882464322,2.39
Medchal Malkajgiri,Ragi,6.4,179,47,78,29.23803254570756,896.1505339721955,53.30128430448498,5.0
Peddapalli,Cotton,7.4,42,25,31,23.83529913184976,815.6076497873572,64.72026317002602,3.79
Jayashankar Bhupalpally,Chilli,5.1,142,29,48,22.994144794639794,630.4015647502214,67.62572185731155,3.78
Vikarabad,Bengal Gram,5.9,166,52,43,34.839963351969864,235.00334762407115,52.584029860803284,3.05
Komaram Bheem Asifabad,Rice,6.3,142,45,70,33.377543434951264,627.1310438298642,59.964780585737884,6.36
Karimnagar,Sesame,7.4,143,73,77,23.22788211247223,637.2709966946527,42.06449512020223,3.79
Warangal,Chilli,5.8,166,37,58,28.248453531170497,474.98229567480644,42.64542803485846,4.36
Rajanna Sircilla,Onion,5.4,63,29,29,27.367502181672158,270.06751357442374,61.999880706351696,25.67
Yadadri Bhuvanagiri,Sunflower,7.4,179,26,52,27.252326572839785,447.6322024950093,49.10534786820058,4.26
Hanumakonda,Groundnut,7.0,107,26,73,26.010164018631208,482.70901400068357,41.49284619913007,3.68
Nirmal,Sunflower,5.2,48,20,79,33.163284092206915,629.7703762240999,54.92890651263607,3.56
Nagarkurnool,Red Gram,6.8,109,52,50,25.271473069615418,860.3886787303028,46.247236660287086,3.83
Kamareddy,Bajra,6.9,36,35,62,36.53104294353025,589.986269789302,54.29053926166929,2.69
Mulugu,Maize,5.4,172,40,40,22.483987850136593,501.6878140183552,50.351291742895256,5.64
Peddapalli,Cotton,7.3,155,40,63,30.421055854071682,590.0576133572795,67.4587249704748,5.27
Suryapet,Sesame,7.2,172,76,35,26.73185674396244,662.0012314063757,43.63501803113701,3.39
Hyderabad,Soybean,5.2,167,75,60,25.42008486717729,828.8317295451257,67.36649118192642,5.09
Bhadradri Kothagudem,Maize,5.8,110,47,60,27.276233828341056,811.2830791333703,77.81765011519524,5.34
Komaram Bheem Asifabad,Red Gram,7.0,106,51,70,37.00304171862211,575.0654019226015,68.83531003961812,2.75
Karimnagar,Sesame,6.1,179,51,38,26.536657505069797,836.1456560375685,62.641972797223715,4.3
Jagtial,Jowar,6.9,172,64,65,32.18821314218774,683.2069032433637,60.22203488424773,5.24
Nirmal,Rice,5.6,43,66,52,30.81536060869078,452.32056426622853,41.924730714437395,4.61
Wanaparthy,Sesame,6.1,34,65,72,35.32410491438202,876.0495462800621,83.0957402982384,3.06
Siddipet,Bajra,7.1,67,35,33,28.824018389807748,544.0971310549355,40.60962258660968,2.99
Khammam,Sugarcane,7.0,125,20,75,24.393105653894807,384.2386613453745,73.17503552503855,67.12
Mulugu,Cotton,5.0,141,78,62,28.829335466435786,696.9969575832007,63.78486121869949,4.71
Jogulamba Gadwal,Ragi,5.4,172,20,20,36.991183180367294,882.9529671284502,63.99886619145309,4.23
Kamareddy,Sugarcane,6.3,42,38,64,36.00766012199507,379.20299388635,69.77218338220587,66.36
Khammam,Bengal Gram,7.2,23,55,48,22.54602172254371,815.3214036260085,71.49484329013892,2.13
Medak,Rice,6.6,102,51,28,24.91373887744342,228.37054601951382,58.992945843099236,5.25
Karimnagar,Soybean,7.4,176,71,78,24.171319275517767,698.5444049082635,53.01100935952603,4.75
Medchal Malkajgiri,Red Gram,5.5,110,24,55,29.535306491278703,330.5526481904226,84.22175769447418,2.77
Mahabubnagar,Bengal Gram,6.2,50,27,26,25.066152003298633,539.201873079138,53.609164033200344,2.16
Karimnagar,Soybean,6.0,114,53,67,32.3267267106884,757.2774668968841,56.32334416362434,4.98
Peddapalli,Soybean,6.9,91,44,60,23.20977140271374,579.0660025204213,49.489818320675255,3.91
Mulugu,Bajra,7.4,127,75,45,37.393257306099855,266.0854446559132,66.78662602862602,3.88
Mulugu,Ragi,5.1,139,37,69,24.999499589459745,479.88467908133293,45.94616889258986,4.08
Yadadri Bhuvanagiri,Rice,5.3,129,25,72,33.41390803594257,883.048268652216,77.10404264564681,6.14
Komaram Bheem Asifabad,Maize,5.3,94,60,59,24.91312219348389,848.3948682524494,71.72619987413304,4.98
Mahabubnagar,Sunflower,6.6,54,57,52,27.643661598643483,235.5401934410762,80.46531641292833,2.71
Jayashankar Bhupalpally,Sunflower,7.1,48,64,73,29.352666783590234,529.143628597871,82.30604660262874,3.46
Peddapalli,Bajra,6.3,60,62,61,32.840215677277975,788.3348388382889,53.53367599925849,3.81
Komaram Bheem Asifabad,Cotton,7.0,60,50,67,22.289096064054892,436.01273909182623,73.49580271354378,3.64
Vikarabad,Maize,7.1,44,31,60,30.157821640034648,369.5228683957944,74.67697870465764,3.78
Khammam,Rice,5.2,159,23,49,32.98803151856266,559.9509455722889,84.13845646768766,5.71
Komaram Bheem Asifabad,Cotton,5.5,109,80,26,33.8237370515983,586.8142386574518,64.68950383013393,4.29
Suryapet,Sesame,6.8,107,40,57,30.812238059603366,401.9860491223644,76.99103584265436,2.54
Wanaparthy,Groundnut,6.8,98,68,72,37.54673643857631,563.2662846392167,55.23869063873285,3.85
Vikarabad,Bajra,6.8,130,40,79,33.38267204076792,566.329150191287,54.702815786087825,3.9
Bhadradri Kothagudem,Sesame,5.8,76,39,42,24.735702938659017,524.490928355187,58.15105812662594,2.35
Khammam,Cotton,5.4,53,45,55,25.648489378244008,587.5899669374962,53.74743778378544,3.65
Adilabad,Onion,6.4,101,20,31,30.318661096245386,531.2383323253399,63.62408204330934,27.23
Bhadradri Kothagudem,Bengal Gram,7.4,157,41,71,36.05757523194647,201.43098168243318,61.20132947166955,3.17
Medak,Bengal Gram,5.4,115,28,52,26.63783248731787,745.975710295274,77.92483299311836,3.31
Jagtial,Bengal Gram,6.2,40,31,21,30.46703779766124,434.7763317630296,44.64805127458789,1.91
Suryapet,Bengal Gram,7.3,73,58,35,37.68607969133383,482.60950129986276,48.012659889065006,2.09
Mulugu,Bajra,6.4,117,52,52,27.326287135679415,648.4260675697171,48.515793196528406,4.22
Peddapalli,Sugarcane,6.1,88,24,78,35.416567979178694,346.45839993965853,80.69909814583022,66.02
Narayanpet,Cotton,7.4,123,43,37,24.93583380707461,439.9300576128294,79.86055846305396,4.29
Mahabubabad,Sesame,6.1,28,65,42,32.00063669756106,540.881150453019,68.33864338218984,2.05
Mahabubnagar,Onion,6.0,150,21,48,23.345815932076412,278.26521589459503,42.84286358918023,26.77
Jogulamba Gadwal,Bajra,6.8,151,47,20,36.65076233115783,662.8156468782503,58.58080008018976,3.63
Mulugu,Onion,6.3,85,76,65,22.512125866144835,620.1043047963371,61.22427868190711,27.23
Mahabubabad,Chilli,5.7,120,21,25,29.331587513037867,753.0030010638934,51.48922596294886,4.05
Rajanna Sircilla,Jowar,6.9,158,77,37,26.958611584191708,711.9094698096258,77.87883270864651,4.28
Jangaon,Rice,7.1,126,60,26,35.081154820821986,638.1067659979852,54.56812242465863,5.81
Wanaparthy,Sugarcane,7.1,27,50,26,37.03374695537635,479.12864534408766,77.56200698405672,65.98
Medak,Soybean,7.0,101,57,76,33.088028949933516,563.2119051938023,52.408925738259754,4.36
Kamareddy,Jowar,6.1,49,54,64,24.431144368314015,534.7900919192332,53.25605359782628,2.81
Warangal,Jowar,6.5,24,70,44,27.471031330147554,504.58459603516303,78.32698392478979,2.98
Peddapalli,Rice,5.3,20,60,74,25.93287146704126,573.117014435182,64.4842648397929,4.99
Nizamabad,Chilli,5.1,178,25,69,35.32865532178521,854.6786082934156,77.36857910804406,4.53
Komaram Bheem Asifabad,Cotton,6.0,65,23,52,35.80482839433466,303.4726500788744,64.43808455287892,3.24
Nirmal,Sunflower,7.2,134,54,32,29.930715505757846,500.98319257331315,67.75682367258204,3.9
Peddapalli,Groundnut,5.5,90,41,34,23.17370643852601,275.9162646553424,67.68655722792646,2.76
Jagtial,Onion,5.8,94,45,44,27.862021620101793,603.6243099513704,58.750680693812214,26.35
Wanaparthy,Chilli,7.5,42,43,48,34.92824062759949,417.70926439847295,40.490571092167656,2.94
Nizamabad,Groundnut,5.4,134,64,76,34.42849233165592,233.8020855687045,42.81655382555959,4.29
